Designator,Mid X,Mid Y,Rotation,Layer
D25,237.88,-109.8525,270.0,top
D26,237.88,-106.42,270.0,top
D27,173.51,-105.515001,270.0,bottom
D28,175.51,-105.515001,270.0,bottom
D29,179.96,-122.504999,270.0,top
D3,172.8325,-75.32,0.0,top
D30,181.56,-122.504999,270.0,top
D35,199.02,-122.9875,90.0,top
D4,205.171282,-111.531282,315.0,top
D40,227.245001,-83.12,180.0,top
D41,227.245001,-84.72,180.0,top
D5,203.335,-61.64,0.0,top
D6,227.245001,-81.52,180.0,top
D7,207.254999,-114.34,180.0,top
D8,234.0,-96.9,90.0,bottom
D9,172.0,-61.5,0.0,top
FB1,202.75,-114.585001,90.0,top
FB2,178.51,-112.5,315.0,top
J1,168.51,-109.44,90.0,top
J10,167.92,-68.66,0.0,top
J11,164.22,-77.78,270.0,top
J12,178.0,-64.0,180.0,bottom
J13,164.0,-64.0,180.0,bottom
J2,173.664999,-92.505,270.0,top
J24,246.61,-114.35,0.0,top
J25,246.61,-121.1,0.0,top
J3,230.35,-95.57,0.0,top
J4,235.955,-70.970001,270.0,bottom
J5,209.66,-62.24,0.0,top
J6,233.21,-114.35,0.0,top
J7,233.21,-121.1,0.0,top
J8,225.6,-62.24,0.0,top
J9,218.625,-116.125,0.0,top
JP1,229.97,-108.45,180.0,top
JP2,243.38,-108.46,180.0,top
R1,240.88,-109.84,270.0,top
R10,176.13,-75.32,180.0,top
R11,179.5925,-109.17,180.0,top
R12,179.59,-108.23,180.0,top
R13,210.07,-114.3,270.0,top
R14,168.1975,-61.5,180.0,top
R15,200.0375,-61.64,180.0,bottom
R16,180.99,-65.61,0.0,top
R17,203.335,-61.64,180.0,bottom
R18,223.947502,-81.52,0.0,top
R19,170.31,-119.1325,270.0,bottom
R2,195.0925,-122.78,180.0,bottom
R20,167.19,-119.13,270.0,bottom
R21,160.96,-119.1325,270.0,bottom
R22,164.08,-119.1325,270.0,bottom
R23,195.0925,-117.78,0.0,bottom
R24,207.22,-64.3275,90.0,bottom
R25,246.92,-71.7875,270.0,top
R26,224.84,-105.612499,270.0,top
R27,228.6825,-104.67,180.0,top
R28,180.090001,-69.3425,270.0,top
R29,181.990001,-69.3425,270.0,top
R3,186.004765,-90.284765,45.0,bottom
R30,240.2475,-97.45,0.0,top
R31,240.2475,-99.05,0.0,top
R32,205.76,-64.3275,90.0,bottom
R33,176.76,-122.504999,270.0,bottom
R34,178.36,-122.504999,270.0,bottom
R35,251.28,-109.8475,270.0,bottom
R36,251.28,-106.415,270.0,bottom
R37,237.88,-109.8525,270.0,bottom
R38,237.88,-106.42,270.0,bottom
R39,179.96,-122.504999,270.0,bottom
R4,184.01,-92.03,90.0,bottom
R40,181.56,-122.504999,270.0,bottom
R41,198.567755,-78.785,180.0,top
R42,195.275256,-78.785,180.0,top
R43,191.975258,-78.785,180.0,top
R44,186.33,-72.25,90.0,top
R45,221.71,-64.53,90.0,bottom
R46,204.84,-64.23,90.0,top
R47,245.46,-71.7975,270.0,top
R48,178.610002,-73.052501,90.0,top
R49,183.67,-73.055,270.0,top
R5,184.01,-94.2475,270.0,bottom
R50,223.947502,-83.12,0.0,top
R51,223.947502,-84.719998,0.0,top
R52,177.85,-106.15,90.0,bottom
R53,183.65,-113.22,180.0,top
R54,234.6175,-74.56,0.0,top
R55,180.19,-69.15,270.0,bottom
R56,180.19,-81.055,270.0,bottom
R57,180.61,-111.62,0.0,bottom
R58,180.81,-112.05,180.0,top
R59,222.83,-112.7275,270.0,bottom
R6,183.07,-88.2225,90.0,top
R60,214.43,-112.7275,270.0,bottom
R61,174.0725,-119.77,180.0,bottom
R62,186.1475,-118.77,180.0,bottom
R63,186.1475,-122.78,0.0,bottom
R64,223.17,-64.5275,90.0,bottom
R65,187.0525,-103.5475,180.0,bottom
R66,172.9525,-80.77,0.0,top
R69,227.47,-109.84,270.0,top
R7,183.07,-90.4375,270.0,top
R77,207.5475,-115.99,0.0,top
R78,203.95,-115.2925,90.0,top
R79,199.02,-119.59,270.0,top
R8,165.04,-86.7925,90.0,bottom
R9,165.04,-95.6775,270.0,bottom
SW1,219.64,-62.16,90.0,top
SW10,247.7,-100.95,0.0,top
SW2,192.47,-120.28,270.0,top
SW3,162.3625,-123.2,0.0,top
SW4,165.36,-123.2,0.0,top
SW5,168.36,-123.2,0.0,top
SW6,171.36,-123.2,0.0,top
SW7,174.36,-123.2,0.0,top
SW8,188.770001,-120.28,270.0,top
SW9,251.2,-100.95,0.0,top
U1,212.395,-94.19,180.0,top
U10,249.27,-65.420001,90.0,top
U11,188.802754,-76.29,0.0,top
U12,218.53,-119.28,270.0,bottom
U13,209.66,-66.290001,90.0,bottom
U14,225.6,-66.290001,90.0,bottom
U15,243.8,-81.6775,90.0,bottom
U16,214.94,-91.07,0.0,bottom
U17,209.03,-82.98,270.0,top
U18,205.195,-122.25,0.0,top
U19,199.7975,-113.710002,180.0,top
U2,193.42,-92.14,90.0,bottom
U20,181.040001,-73.044999,90.0,top
U21,181.1,-102.9125,90.0,bottom
U22,178.65,-115.96,315.0,top
U23,180.4175,-80.09,180.0,top
U3,239.51,-85.3775,270.0,top
U4,180.825,-75.1025,180.0,bottom
U5,234.455,-107.795,180.0,top
U6,247.855,-107.795,180.0,top
U7,184.1625,-109.7,270.0,top
U8,206.109999,-76.0275,90.0,top
U9,173.7,-78.24,0.0,top
Y1,214.65,-84.3075,0.0,top
Y2,186.109756,-89.558543,135.0,top
Y3,183.452132,-115.909949,135.0,top
